WBID_2012,WATERSHED,WATERBODY,AU_ID,LOCATION1,LOCATION2,WATERCODE,WATERTYPE,AU_SIZE,SIZE_UNIT,CLASS,QUALIFIER,CATEGORY,TMDL_COUNT,ORIG_FID,Name,Descript,BatchDone,SnapOn,SrcType,Area_SQ_MI,WATERBODY_1,AU_ID_1,TOTAREA,AGAREA,DEVAREA,NATAREA,WETAREA,PERCAG,PERCDEV,PERCNAT,PERCWET,pNatWet_Tt,TOTAREA_PR,AGAREA_PR,DEVAREA_PR,NATAREA_PR,WETAREA_PR,PERCAG_PR,PERCDEV_PR,PERCNAT_PR,PERCWET_PR,TOTAREA_ST,AGAREA_ST,DEVAREA_ST,NATAREA_ST,WETAREA_ST,PERCAG_ST,PERCDEV_ST,PERCNAT_ST,PERCWET_ST,SUM_PERCAG,SUM_PERCDE,SUM_PERCNA,SUM_PERCWE,TOTAREA_SP,AGAREA_SP,DEVAREA_SP,NATAREA_SP,WETAREA_SP,PERCAG_SP,PERCDEV_SP,PERCNAT_SP,PERCWET_SP,PercImp,OBJECTID *,Shape *
MA81-48_2012,Nashua,French Brook,MA81-48,"Headwaters, west of Linden Street, Boylston to the inlet of Wachusett Reservoir (Andrews Harbor), Boylston.",<Null>,8145150,RIVER,1.4,MILES,A,PWS\ORW,2,0,44,MA81_48,Outlet,1,1,0,2.01,French Brook,MA81-48,2.01,0.013873,0.381474,1.308494,0.304301,0.7,19,65.2,15.2,80.4,2.01,0.013873,0.381474,1.308494,0.304301,0.7,19,65.2,15.2,1.28,0.009526,0.188857,0.789851,0.289025,0.7,14.8,61.8,22.6,<Null>,<Null>,<Null>,<Null>,1.28,0.009526,0.188857,0.789851,0.289025,0.7,14.8,61.8,22.6,4.8,377,Point
MA81-49_2012,Nashua,Unnamed tributary,MA81-49,"Unnamed tributary to Wachusett Reservoir, from headwaters, outlet Carrolls Pond, West Boylston to inlet Wachusett Reservoir, West Boylston.",<Null>,8145290,RIVER,0.8,MILES,A,PWS\ORW,2,0,46,MA81_49,Outlet,1,1,0,0.38,Unnamed tributary,MA81-49,0.38,0.01616,0.125254,0.209605,0.031708,4.2,32.7,54.8,8.3,63.1,0.38,0.01616,0.125254,0.209605,0.031708,4.2,32.7,54.8,8.3,0.26,0.014872,0.064233,0.14765,0.031593,5.8,24.9,57.2,12.2,<Null>,<Null>,<Null>,<Null>,0.26,0.014872,0.064233,0.14765,0.031593,5.8,24.9,57.2,12.2,14.8,379,Point
MA81-50_2012,Nashua,Unnamed tributary,MA81-50,"Unnamed tributary to Wachusett Reservoir, from headwaters, east of Linden Street, Boylston to the inlet of Wachusett Reservoir (Hastings Cove), Boylston.",<Null>,8145140,RIVER,1.3,MILES,A,PWS\ORW,2,0,45,MA81_50,Outlet,1,1,0,0.55,Unnamed tributary,MA81-50,0.55,0,0.033563,0.470917,0.043768,0,6.1,85.9,8,93.9,0.55,0,0.033563,0.470917,0.043768,0,6.1,85.9,8,0.28,0,0.015417,0.230187,0.038404,0,5.4,81,13.5,<Null>,<Null>,<Null>,<Null>,0.28,0,0.015417,0.230187,0.038404,0,5.4,81,13.5,2.3,378,Point
MA81-51_2012,Nashua,Unnamed tributary,MA81-51,"Unnamed tributary to Quinapoxet River, from headwaters, south of Malden Street, Holden to the confluence with the Quinapoxet River, Holden.",<Null>,8145430,RIVER,1.5,MILES,A,PWS\ORW,2,0,47,MA81_51,Outlet,1,1,0,1.31,Unnamed tributary,MA81-51,1.31,0.068971,0.156147,0.961105,0.12487,5.3,11.9,73.3,9.5,82.8,1.31,0.068971,0.156147,0.961105,0.12487,5.3,11.9,73.3,9.5,0.81,0.064243,0.093092,0.534818,0.119812,7.9,11.5,65.9,14.8,<Null>,<Null>,<Null>,<Null>,0.81,0.064243,0.093092,0.534818,0.119812,7.9,11.5,65.9,14.8,4.9,380,Point
MA81-52_2012,Nashua,Poor Farm Brook,MA81-52,"Headwaters east of Salisbury Street, Holden to inlet Chaffin Pond, Holden.",<Null>,8145475,RIVER,1.2,MILES,A,PWS\ORW,2,0,48,MA81_52,Outlet,1,1,0,1.19,Poor Farm Brook,MA81-52,1.18,0.017934,0.343834,0.713434,0.107807,1.5,29.1,60.3,9.1,69.4,1.18,0.017934,0.343834,0.713434,0.107807,1.5,29.1,60.3,9.1,0.64,0.014715,0.1309,0.389147,0.104317,2.3,20.5,60.9,16.3,<Null>,<Null>,<Null>,<Null>,0.64,0.014715,0.1309,0.389147,0.104317,2.3,20.5,60.9,16.3,12.6,381,Point
MA81-53_2012,Nashua,Warren Tannery Brook,MA81-53,"Headwaters, north of Route 122A, Holden to confluence with Asnebumskit Brook, Holden.",<Null>,8145525,RIVER,1.4,MILES,A,PWS\ORW,2,0,49,MA81_53,Outlet,1,1,0,1.35,Warren Tannery Brook,MA81-53,1.35,0.05993,0.400892,0.728492,0.160353,4.4,29.7,54,11.9,65.9,1.35,0.05993,0.400892,0.728492,0.160353,4.4,29.7,54,11.9,0.65,0.011131,0.160928,0.326163,0.151246,1.7,24.8,50.2,23.3,<Null>,<Null>,<Null>,<Null>,0.65,0.011131,0.160928,0.326163,0.151246,1.7,24.8,50.2,23.3,13.7,382,Point
MA81-54_2012,Nashua,Unnamed tributary,MA81-54,"Unnamed tributary to Wachusett Reservoir, from headwaters, west of Route 140, West Boylston to inlet of Wachusett Reservoir (Stillwater Basin), West Boylston.",<Null>,8145715,RIVER,0.8,MILES,A,PWS\ORW,2,0,50,MA81_54,Outlet,1,1,0,0.43,Unnamed tributary,MA81-54,0.43,0,0.142579,0.246279,0.043949,0,32.9,56.9,10.2,67.1,0.43,0,0.142579,0.246279,0.043949,0,32.9,56.9,10.2,0.29,0,0.088201,0.154435,0.043668,0,30.8,53.9,15.3,<Null>,<Null>,<Null>,<Null>,0.29,0,0.088201,0.154435,0.043668,0,30.8,53.9,15.3,13.1,383,Point
MA81-55_2012,Nashua,Houghton Brook,MA81-55,"Headwaters, south of Merrill Road, Sterling to confluence with Stillwater River, Sterling.",<Null>,8145775,RIVER,1.5,MILES,A,PWS\ORW,2,0,51,MA81_55,Outlet,1,1,0,0.9,Houghton Brook,MA81-55,0.9,0.116758,0.133797,0.563174,0.090113,12.9,14.8,62.3,10,72.3,0.9,0.116758,0.133797,0.563174,0.090113,12.9,14.8,62.3,10,0.62,0.090743,0.086034,0.357345,0.088543,14.6,13.8,57.4,14.2,<Null>,<Null>,<Null>,<Null>,0.62,0.090743,0.086034,0.357345,0.088543,14.6,13.8,57.4,14.2,7.1,384,Point
MA81-56_2012,Nashua,Asnebumskit Brook,MA81-56,"From outlet Eagle Lake, Holden to the confluence with the Quinapoxet River, Holden.",<Null>,8145500,RIVER,2.9,MILES,A,PWS\ORW,5,0,52,MA81_56,Outlet,1,1,0,12.99,Asnebumskit Brook,MA81-56,12.98,0.711385,1.851608,9.235461,1.180014,5.5,14.3,71.2,9.1,80.3,4.8,0.099717,0.885328,3.348183,0.46846,2.1,18.4,69.7,9.8,7.44,0.363566,0.89241,5.066911,1.118308,4.9,12,68.1,15,<Null>,<Null>,<Null>,<Null>,2.6,0.02247,0.370337,1.759368,0.443385,0.9,14.3,67.8,17.1,6.3,385,Point
MA81-57_2012,Nashua,Connelly Brook,MA81-57,"Headwaters, southwest of Rowley Hill Road, Sterling to the inlet of The Quag, Sterling.",<Null>,8145750,RIVER,2.9,MILES,A,PWS\ORW,2,0,53,MA81_57,Outlet,1,1,0,2.51,Connelly Brook,MA81-57,2.51,0.12261,0.537728,1.557007,0.296624,4.9,21.4,61.9,11.8,73.7,2.51,0.12261,0.537728,1.557007,0.296624,4.9,21.4,61.9,11.8,1.5,0.078976,0.229124,0.900051,0.287119,5.3,15.3,60.2,19.2,<Null>,<Null>,<Null>,<Null>,1.5,0.078976,0.229124,0.900051,0.287119,5.3,15.3,60.2,19.2,9.3,386,Point
MA81-58_2012,Nashua,Unnamed tributary,MA81-58,"Unnamed tributary to Quinapoxet Reservoir, from headwaters, west of Route 68, Rutland to the confluence with an unnamed tributary to the Quinapoxet Reservoir west of Bryant Road, Holden.",<Null>,8145620,RIVER,1.3,MILES,A,PWS\ORW,2,0,54,MA81_58,Outlet,1,1,0,0.66,Unnamed tributary,MA81-58,0.66,0.126966,0.026186,0.476292,0.03446,19.1,3.9,71.7,5.2,76.9,0.66,0.126966,0.026186,0.476292,0.03446,19.1,3.9,71.7,5.2,0.5,0.07283,0.014655,0.379689,0.03446,14.5,2.9,75.7,6.9,<Null>,<Null>,<Null>,<Null>,0.5,0.07283,0.014655,0.379689,0.03446,14.5,2.9,75.7,6.9,3,387,Point
MA81-59_2012,Nashua,Unnamed tributary,MA81-59,"Unnamed tributary to Quinapoxet River, from headwaters, southwest of Hog Hill, Sterling to the confluence with the Quinapoxet River, Sterling.",<Null>,8145335,RIVER,1.6,MILES,A,PWS\ORW,2,0,55,MA81_59,Outlet,1,1,0,1.03,Unnamed tributary,MA81-59,1.03,0.013837,0.086788,0.787661,0.138804,1.3,8.4,76.7,13.5,90.2,1.03,0.013837,0.086788,0.787661,0.138804,1.3,8.4,76.7,13.5,0.57,0.004317,0.062414,0.368301,0.13391,0.8,11,64.7,23.5,<Null>,<Null>,<Null>,<Null>,0.57,0.004317,0.062414,0.368301,0.13391,0.8,11,64.7,23.5,3.9,388,Point
MA81-60_2012,Nashua,Still River,MA81-60,"Headwaters, Lancaster to Route 117, Bolton (formerly the upper portion of MA81-15).",<Null>,8144625,RIVER,0.6,MILES,B\CWF,<Null>,5,0,56,MA81_60,Outlet,1,1,0,2.34,Still River,MA81-60,2.34,0.307152,0.455311,1.127454,0.451082,13.1,19.4,48.2,19.3,67.5,2.34,0.307152,0.455311,1.127454,0.451082,13.1,19.4,48.2,19.3,0.86,0.072445,0.09091,0.314712,0.378124,8.5,10.6,36.8,44.2,<Null>,<Null>,<Null>,<Null>,0.86,0.072445,0.09091,0.314712,0.378124,8.5,10.6,36.8,44.2,7.5,389,Point
MA81-62_2012,Nashua,Baker Brook,MA81-62,"From headwaters at confluence of Pearl Hill and Falulah brooks, Fitchburg to confluence with North Nashua River, Fitchburg",<Null>,8144849,RIVER,2.5,MILES,B(CSO),<Null>,3,0,61,MA81_62,Outlet,1,1,0,18.24,Baker Brook,MA81-62,18.23,0.832957,3.003851,13.740317,0.652424,4.6,16.5,75.4,3.6,79,5.08,0.203295,1.952578,2.655044,0.270323,4,38.4,52.3,5.3,6.31,0.198323,0.648745,5.020393,0.439356,3.1,10.3,79.6,7,<Null>,<Null>,<Null>,<Null>,1.08,0.013033,0.326166,0.604938,0.132523,1.2,30.3,56.2,12.3,8,394,Point
<Null>,<Null>,Reedy Meadow Brook,MA81-64,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_64,OutState,<Null>,<Null>,<Null>,2.06,Reedy Meadow Brook,MA81-64,2.06,0.098666,0.354258,1.182488,0.420319,4.8,17.2,57.5,20.4,77.9,2.06,0.098666,0.354258,1.182488,0.420319,4.8,17.2,57.5,20.4,0.38,0.017019,0.060188,0.221718,0.084219,4.4,15.7,57.9,22,<Null>,<Null>,<Null>,<Null>,0.38,0.017019,0.060188,0.221718,0.084219,4.4,15.7,57.9,22,7.4,395,Point
<Null>,<Null>,Unnamed Tributary (Burnt Mill Pond Brook),MA81-65,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_65,<Null>,<Null>,<Null>,<Null>,5.79,Unnamed Tributary (Burnt Mill Pond Brook),MA81-65,5.79,0.110104,1.322452,3.52928,0.82596,1.9,22.8,61,14.3,75.3,3.55,0.102373,0.950729,2.173611,0.318937,2.9,26.8,61.3,9,1.33,0.022824,0.26301,0.711261,0.337497,1.7,19.7,53.3,25.3,<Null>,<Null>,<Null>,<Null>,1.04,0.022824,0.230037,0.596624,0.191401,2.2,22.1,57.3,18.4,10.7,396,Point
<Null>,<Null>,Goodridge Brook,MA81-66,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_66,<Null>,<Null>,<Null>,<Null>,2.82,Goodridge Brook,MA81-66,2.82,0.337212,0.898941,1.159446,0.421438,12,31.9,41.2,15,56.2,2.82,0.337212,0.898941,1.159446,0.421438,12,31.9,41.2,15,0.78,0.051401,0.172686,0.293228,0.265041,6.6,22.1,37.5,33.9,<Null>,<Null>,<Null>,<Null>,0.78,0.051401,0.172686,0.293228,0.265041,6.6,22.1,37.5,33.9,11.8,397,Point
<Null>,<Null>,South Meadow Brook,MA81-67,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_67,<Null>,<Null>,<Null>,<Null>,2.28,South Meadow Brook,MA81-67,2.28,0.323524,0.272359,1.225363,0.456076,14.2,12,53.8,20,73.8,2.28,0.323524,0.272359,1.225363,0.456076,14.2,12,53.8,20,0.74,0.083554,0.067851,0.330382,0.262859,11.2,9.1,44.4,35.3,<Null>,<Null>,<Null>,<Null>,0.74,0.083554,0.067851,0.330382,0.262859,11.2,9.1,44.4,35.3,3.7,398,Point
<Null>,<Null>,Bayberry Hill Brook,MA81-68,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_68,<Null>,<Null>,<Null>,<Null>,1.22,Bayberry Hill Brook,MA81-68,1.22,0.033465,0.156287,0.988409,0.038157,2.8,12.8,81.3,3.1,84.4,1.22,0.033465,0.156287,0.988409,0.038157,2.8,12.8,81.3,3.1,0.37,0.006767,0.058464,0.286427,0.015672,1.8,15.9,78,4.3,<Null>,<Null>,<Null>,<Null>,0.37,0.006767,0.058464,0.286427,0.015672,1.8,15.9,78,4.3,2.7,399,Point
<Null>,<Null>,Muschopauge Brook,MA81-69,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_69,<Null>,<Null>,<Null>,<Null>,4.01,Muschopauge Brook,MA81-69,4.01,0.406667,0.31647,2.615301,0.673035,10.1,7.9,65.2,16.8,82,3.67,0.379928,0.287035,2.426811,0.575103,10.4,7.8,66.1,15.7,2.71,0.196006,0.186232,1.731032,0.600703,7.2,6.9,63.8,22.1,<Null>,<Null>,<Null>,<Null>,2.55,0.19297,0.165811,1.648023,0.545183,7.6,6.5,64.6,21.4,3.2,400,Point
<Null>,<Null>,Governor Brook,MA81-70,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_70,<Null>,<Null>,<Null>,<Null>,5.55,Governor Brook,MA81-70,5.55,0.296485,0.308591,4.127604,0.814622,5.3,5.6,74.4,14.7,89.1,4.52,0.24844,0.15606,3.370252,0.747379,5.5,3.5,74.5,16.5,3.07,0.130078,0.108293,2.130821,0.702845,4.2,3.5,69.4,22.9,<Null>,<Null>,<Null>,<Null>,2.58,0.108431,0.060231,1.766256,0.644009,4.2,2.3,68.5,25,2.4,401,Point
<Null>,<Null>,Cobb Brook,MA81-71,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_71,<Null>,<Null>,<Null>,<Null>,2.53,Cobb Brook,MA81-71,2.54,0.054152,0.185931,2.022445,0.272572,2.1,7.3,79.8,10.8,90.6,2.45,0.054152,0.184139,1.943813,0.266189,2.2,7.5,79.4,10.9,1.61,0.043917,0.104269,1.217434,0.248334,2.7,6.5,75.4,15.4,<Null>,<Null>,<Null>,<Null>,1.56,0.043917,0.102541,1.172866,0.241951,2.8,6.6,75.1,15.5,3.4,402,Point
MA81-61_2012,Nashua,Wekepeke Brook,MA81-72,"Unnamed tributary to the North Nashua River, locally considered a portion of Wekepeke Brook, from the outlet of Bartlett Pond to the confluence with the North Nashua River, Lancaster.",<Null>,8144730,RIVER,0.3,MILES,B,<Null>,5,0,59,MA81_72,Outlet,1,1,0,11.72,Wekepeke Brook,MA81-72,11.72,0.581657,1.877703,7.719861,1.540283,5,16,65.9,13.1,79,6.94,0.256697,1.144544,4.356851,1.180285,3.7,16.5,62.8,17,4.01,0.173376,0.518977,2.36474,0.955759,4.3,12.9,58.9,23.8,<Null>,<Null>,<Null>,<Null>,2.18,0.057355,0.249313,1.160059,0.710571,2.6,11.5,53.3,32.6,6.7,392,Point
<Null>,<Null>,Bowers Brook,MA81-73,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_73,<Null>,<Null>,<Null>,<Null>,11.64,Bowers Brook,MA81-73,11.64,0.763265,2.050104,7.159814,1.668764,6.6,17.6,61.5,14.3,75.8,5.9,0.386656,1.300701,3.332087,0.881543,6.6,22,56.5,14.9,2.38,0.101687,0.240333,1.19853,0.835078,4.3,10.1,50.5,35.2,<Null>,<Null>,<Null>,<Null>,1.03,0.034361,0.108129,0.449217,0.44021,3.3,10.5,43.5,42.7,7.6,403,Point
<Null>,<Null>,Catacoonamug Brook,MA81-74,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_74,<Null>,<Null>,<Null>,<Null>,8.56,Catacoonamug Brook,MA81-74,8.56,0.819988,1.687206,4.865487,1.18279,9.6,19.7,56.9,13.8,70.7,7.85,0.804001,1.527991,4.465184,1.053588,10.2,19.5,56.9,13.4,1.83,0.122088,0.273736,0.926001,0.505424,6.7,15,50.7,27.7,<Null>,<Null>,<Null>,<Null>,1.66,0.122088,0.22818,0.836434,0.475185,7.3,13.7,50.3,28.6,7.6,405,Point
<Null>,<Null>,Witch Brook,MA81-75,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_75,<Null>,<Null>,<Null>,<Null>,3.74,Witch Brook,MA81-75,3.74,0.039851,0.506659,2.766426,0.428975,1.1,13.5,73.9,11.5,85.4,3.74,0.039851,0.506659,2.766426,0.428975,1.1,13.5,73.9,11.5,0.72,0.001879,0.068185,0.536642,0.110134,0.3,9.5,74.9,15.4,<Null>,<Null>,<Null>,<Null>,0.72,0.001879,0.068185,0.536642,0.110134,0.3,9.5,74.9,15.4,6.2,404,Point
<Null>,<Null>,Gulf Brook,MA81-76,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_76,OutState,<Null>,<Null>,<Null>,3.63,Gulf Brook,MA81-76,3.63,0.061862,0.299899,2.934013,0.333989,1.7,8.3,80.8,9.2,90,3.61,0.061862,0.299731,2.915725,0.332881,1.7,8.3,80.8,9.2,0.79,0.000128,0.039672,0.627206,0.121006,0,5,79.6,15.4,<Null>,<Null>,<Null>,<Null>,0.79,0.000128,0.039672,0.627206,0.121006,0,5,79.6,15.4,3.3,406,Point
<Null>,<Null>,Trapfall Brook,MA81-77,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_77,OutState,<Null>,<Null>,<Null>,5.88,Trapfall Brook,MA81-77,5.71,0.417821,0.484443,4.458576,0.346322,7.3,8.5,78.1,6.1,84.2,4.42,0.330284,0.444947,3.334261,0.311185,7.5,10.1,75.4,7,1.66,0.056819,0.108702,1.296214,0.195593,3.4,6.6,78.2,11.8,<Null>,<Null>,<Null>,<Null>,1.34,0.051264,0.101961,1.007335,0.175155,3.8,7.6,75.4,13.1,3.2,407,Point
<Null>,<Null>,Locke Brook,MA81-78,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_78,OutState,<Null>,<Null>,<Null>,4.31,Locke Brook,MA81-78,2.79,0.153126,0.235874,2.298032,0.106397,5.5,8.4,82.3,3.8,86.1,2.34,0.11715,0.218673,1.915999,0.084549,5,9.4,82,3.6,0.92,0.058407,0.063903,0.715518,0.077824,6.4,7,78.1,8.5,<Null>,<Null>,<Null>,<Null>,0.84,0.058407,0.063818,0.654229,0.05925,7,7.6,78.3,7.1,3.2,408,Point
<Null>,<Null>,Willard Brook,MA81-79,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_79,<Null>,<Null>,<Null>,<Null>,17.15,Willard Brook,MA81-79,15.46,0.813798,1.341536,12.660354,0.643068,5.3,8.7,81.9,4.2,86.1,7.15,0.220721,0.702556,5.962112,0.269572,3.1,9.8,83.3,3.8,5.05,0.202982,0.395515,4.061873,0.385589,4,7.8,80.5,7.6,<Null>,<Null>,<Null>,<Null>,2.27,0.099235,0.186819,1.830315,0.152533,4.4,8.2,80.7,6.7,3.3,409,Point
<Null>,<Null>,Pearl Hill Brook,MA81-80,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_80,<Null>,<Null>,<Null>,<Null>,7.26,Pearl Hill Brook,MA81-80,7.26,0.085367,0.384398,6.500551,0.285316,1.2,5.3,89.6,3.9,93.5,4.35,0.044889,0.200111,3.962101,0.141372,1,4.6,91.1,3.3,1.91,0.021606,0.100466,1.607627,0.179862,1.1,5.3,84.2,9.4,<Null>,<Null>,<Null>,<Null>,1.06,0.00923,0.055535,0.916054,0.07445,0.9,5.3,86.8,7.1,2,410,Point
<Null>,<Null>,Unkety Brook,MA81-81,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_81,OutState,<Null>,<Null>,<Null>,6.9,Unkety Brook,MA81-81,6.89,0.346947,0.573294,4.910237,1.058234,5,8.3,71.3,15.4,86.7,3.55,0.181522,0.383402,2.382945,0.599091,5.1,10.8,67.2,16.9,1.51,0.026422,0.089248,0.973897,0.416321,1.8,5.9,64.7,27.6,<Null>,<Null>,<Null>,<Null>,0.77,0.02142,0.042659,0.442642,0.261966,2.8,5.5,57.6,34.1,3,411,Point
<Null>,<Null>,Cold Spring Brook,MA81-82,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_82,<Null>,<Null>,<Null>,<Null>,1.91,Cold Spring Brook,MA81-82,1.91,0.017094,0.623012,1.08987,0.183508,0.9,32.6,57,9.6,66.6,1.91,0.017094,0.623012,1.08987,0.183508,0.9,32.6,57,9.6,0.15,0.001875,0.014668,0.079452,0.056826,1.2,9.6,52,37.2,<Null>,<Null>,<Null>,<Null>,0.15,0.001875,0.014668,0.079452,0.056826,1.2,9.6,52,37.2,12.8,412,Point
<Null>,<Null>,Unnamed Tributary,MA81-83,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_83,<Null>,<Null>,<Null>,<Null>,0.61,Unnamed Tributary,MA81-83,0.61,0,0.002721,0.597634,0.010004,0,0.4,97.9,1.6,99.5,0.61,0,0.002721,0.597634,0.010004,0,0.4,97.9,1.6,0.09,0,0.000006,0.088197,0.005333,0,0,94.3,5.7,<Null>,<Null>,<Null>,<Null>,0.09,0,0.000006,0.088197,0.005333,0,0,94.3,5.7,0.2,413,Point
<Null>,<Null>,Morse Brook,MA81-84,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_84,<Null>,<Null>,<Null>,<Null>,1.32,Morse Brook,MA81-84,1.32,0.009777,0.252169,0.889499,0.16395,0.7,19.2,67.6,12.5,80.1,1.32,0.009777,0.252169,0.889499,0.16395,0.7,19.2,67.6,12.5,0.19,0.001194,0.016749,0.12317,0.045104,0.6,9,66.1,24.2,<Null>,<Null>,<Null>,<Null>,0.19,0.001194,0.016749,0.12317,0.045104,0.6,9,66.1,24.2,6.6,414,Point
<Null>,<Null>,Unnamed Tributary,MA81-85,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_85,<Null>,<Null>,<Null>,<Null>,0.63,Unnamed Tributary,MA81-85,0.63,0.000002,0.085499,0.463855,0.082099,0,13.5,73.5,13,86.5,0.63,0.000002,0.085499,0.463855,0.082099,0,13.5,73.5,13,0.22,0,0.009579,0.155934,0.059425,0,4.3,69.3,26.4,<Null>,<Null>,<Null>,<Null>,0.22,0,0.009579,0.155934,0.059425,0,4.3,69.3,26.4,7.3,415,Point
<Null>,<Null>,Unnamed Tributary,MA81-86,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_86,<Null>,<Null>,<Null>,<Null>,1.74,Unnamed Tributary,MA81-86,1.74,0.2724,0.303134,0.92266,0.2381,15.7,17.5,53.1,13.7,66.8,1.74,0.2724,0.303134,0.92266,0.2381,15.7,17.5,53.1,13.7,0.61,0.056263,0.079637,0.271008,0.19853,9.3,13.2,44.8,32.8,<Null>,<Null>,<Null>,<Null>,0.61,0.056263,0.079637,0.271008,0.19853,9.3,13.2,44.8,32.8,7.5,416,Point
<Null>,<Null>,Ponakin Brook,MA81-87,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_87,<Null>,<Null>,<Null>,<Null>,1.74,Ponakin Brook,MA81-87,1.74,0,0.370022,0.965988,0.400465,0,21.3,55.6,23.1,78.7,1.74,0,0.370022,0.965988,0.400465,0,21.3,55.6,23.1,0.43,0,0.073114,0.166515,0.189572,0,17,38.8,44.2,<Null>,<Null>,<Null>,<Null>,0.43,0,0.073114,0.166515,0.189572,0,17,38.8,44.2,0.9,417,Point
<Null>,<Null>,Unnamed Tributary,MA81-88,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_88,<Null>,<Null>,<Null>,<Null>,0.52,Unnamed Tributary,MA81-88,0.52,0.016139,0.024566,0.42629,0.049932,3.1,4.8,82.5,9.7,92.2,0.52,0.016139,0.024566,0.42629,0.049932,3.1,4.8,82.5,9.7,0.23,0.001273,0.006898,0.193292,0.025525,0.6,3,85.2,11.2,<Null>,<Null>,<Null>,<Null>,0.23,0.001273,0.006898,0.193292,0.025525,0.6,3,85.2,11.2,1.6,418,Point
<Null>,<Null>,Unnamed Tributary,MA81-89,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_89,<Null>,<Null>,<Null>,<Null>,0.66,Unnamed Tributary,MA81-89,0.66,0.006964,0.011415,0.629267,0.012506,1.1,1.7,95.3,1.9,97.2,0.66,0.006964,0.011415,0.629267,0.012506,1.1,1.7,95.3,1.9,0.39,0.006964,0.010802,0.363164,0.012506,1.8,2.7,92.3,3.2,<Null>,<Null>,<Null>,<Null>,0.39,0.006964,0.010802,0.363164,0.012506,1.8,2.7,92.3,3.2,0.9,419,Point
<Null>,<Null>,Smith Brook,MA81-90,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA81_90,<Null>,<Null>,<Null>,<Null>,2.27,Smith Brook,MA81-90,2.23,0.056246,0.241954,1.765002,0.170533,2.5,10.8,79,7.6,86.6,2.23,0.056246,0.241954,1.765002,0.170533,2.5,10.8,79,7.6,1.31,0.017494,0.125214,1.014921,0.156093,1.3,9.5,77.3,11.9,<Null>,<Null>,<Null>,<Null>,1.31,0.017494,0.125214,1.014921,0.156093,1.3,9.5,77.3,11.9,4.1,420,Point
